document_category,document_set_id,question_id,question,answer,data_source_filenames,input_tokens,data_source_urls
Government_Consultations,gc_screen,74,List all financial institutions that provide loans/advances of up to $2000 in alphabetical order?,"Beforepay, Wagepay, Wagetap",c2023-436961-cba.txt;c2023-436961-fintech-australia.txt;c2023-436961-chartered-accountants-anz.txt;c2023-436961-didenko-anton-unsw.txt;c2023-436961-mfaa.txt;c2023-436961-arca.txt;c2023-436961-australian-payments-network.txt;c2023-436961-difrent-rental.txt;c2023-436961-oaic.txt;c2023-436961-basiq.txt;c2023-436961-accc.txt;c2023-436961-law-council-australia.txt;c2023-436961-wagetap-wagepay.txt;c2023-436961-siss-data-services.txt;c2023-436961-fdata.txt;c2023-436961-adatree.txt;c2023-436961-plenti.txt;c2023-436961-beforepay.txt;c2023-436961-skript.txt;c2023-436961-cashdeck.txt;c2023-436961-emerging-payments-association-asia.txt;c2023-436961-dp.txt,101065,https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-cba.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-fintech-australia.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-chartered-accountants-anz.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-didenko-anton-unsw.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-mfaa.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-arca.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-australian-payments-network.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-difrent-rental.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-oaic.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-basiq.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-accc.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-law-council-australia.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-wagetap-wagepay.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-siss-data-services.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-fdata.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-adatree.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-plenti.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-beforepay.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-skript.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-cashdeck.pdf;https://treasury.gov.au/sites/default/files/2024-04/c2023-436961-emerging-payments-association-asia.pdf;https://treasury.gov.au/sites/default/files/2023-08/c2023-436961-dp.pdf
Government_Consultations,gc_wnc,75,"According to sources cited by the Australian treasury, what is the ranking of the Australia, the Netherlands, the UK, and the US in the proportion of people covered by non-compete clauses? List in ascending order.","1. the US
2. Australia
3. the UK
4. the Netherlands",Copy of c2024-514668-issues-paper.txt;c2024-514668-law-council-aus.txt;c2024-514668-professionals-aus.txt;c2024-514668-asa.txt;c2024-514668-uber.txt;c2024-514668-mfa.txt;c2024-514668-acci.txt;c2024-514668-ara.txt;c2024-514668-cosboa.txt;c2024-514668-wlsa.txt;c2024-514668-legal-aid-nsw.txt;c2024-514668-james-keri.txt;c2024-514668-riley-munton-joellen.txt;c2024-514668-anon-3.txt,106894,https://treasury.gov.au/sites/default/files/2024-04/c2024-514668-issues-paper.pdf;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip
Government_Consultations,gc_wnc,76,"Based on the provided documents, what is the estimated total annual advance earned by the Australian Society of Authors?",16400000,Copy of c2024-514668-issues-paper.txt;c2024-514668-law-council-aus.txt;c2024-514668-professionals-aus.txt;c2024-514668-asa.txt;c2024-514668-uber.txt;c2024-514668-mfa.txt;c2024-514668-acci.txt;c2024-514668-ara.txt;c2024-514668-cosboa.txt;c2024-514668-wlsa.txt;c2024-514668-legal-aid-nsw.txt;c2024-514668-james-keri.txt;c2024-514668-riley-munton-joellen.txt;c2024-514668-anon-3.txt,106894,https://treasury.gov.au/sites/default/files/2024-04/c2024-514668-issues-paper.pdf;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip
Government_Consultations,gc_wnc,77,Consider a sample of 560 medium-sized Australian business each with around 450 employees. How many of these businesses (to the nearest whole number) would we expect to have employees that are restrained by co-worker non-solicitation clauses?,211,Copy of c2024-514668-issues-paper.txt;c2024-514668-law-council-aus.txt;c2024-514668-professionals-aus.txt;c2024-514668-asa.txt;c2024-514668-uber.txt;c2024-514668-mfa.txt;c2024-514668-acci.txt;c2024-514668-ara.txt;c2024-514668-cosboa.txt;c2024-514668-wlsa.txt;c2024-514668-legal-aid-nsw.txt;c2024-514668-james-keri.txt;c2024-514668-riley-munton-joellen.txt;c2024-514668-anon-3.txt,106894,https://treasury.gov.au/sites/default/files/2024-04/c2024-514668-issues-paper.pdf;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip
Government_Consultations,gc_wnc,78,"Based on the provided documents, list out the organizations or persons that were able to answer all 19 questions from the Competition Taskforce in their submission. In your answer, present the full names of the organization or persons (do not use abbreviations) in alphabetical order (ordered by first letter of their fulle name). Separate names by use of a comma. ","Australian Chamber of Commerce and Industry, Joellen Riley Munton, Law Council of Australia.",Copy of c2024-514668-issues-paper.txt;c2024-514668-law-council-aus.txt;c2024-514668-professionals-aus.txt;c2024-514668-asa.txt;c2024-514668-uber.txt;c2024-514668-mfa.txt;c2024-514668-acci.txt;c2024-514668-ara.txt;c2024-514668-cosboa.txt;c2024-514668-wlsa.txt;c2024-514668-legal-aid-nsw.txt;c2024-514668-james-keri.txt;c2024-514668-riley-munton-joellen.txt;c2024-514668-anon-3.txt,106894,https://treasury.gov.au/sites/default/files/2024-04/c2024-514668-issues-paper.pdf;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip
Government_Consultations,gc_wnc,79,"Based on the provided documents, how many judgments related to Trade Restraint in Australia between 1989 and 2012 resulted in a restraint being deemed valid but not enforced?
",25,Copy of c2024-514668-issues-paper.txt;c2024-514668-law-council-aus.txt;c2024-514668-professionals-aus.txt;c2024-514668-asa.txt;c2024-514668-uber.txt;c2024-514668-mfa.txt;c2024-514668-acci.txt;c2024-514668-ara.txt;c2024-514668-cosboa.txt;c2024-514668-wlsa.txt;c2024-514668-legal-aid-nsw.txt;c2024-514668-james-keri.txt;c2024-514668-riley-munton-joellen.txt;c2024-514668-anon-3.txt,106894,https://treasury.gov.au/sites/default/files/2024-04/c2024-514668-issues-paper.pdf;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip;https://treasury.gov.au/sites/default/files/2024-08/c2024-514668.zip
Legal,legal_eu_ai,80,"The NSW government uses AI to identify wanted criminals, and this identifies mobile devices within the EU. Based only on the documents, does the AI Act apply to public authorities outside the EU?",No. The AI Act does not apply to public authorities in non-EU countries.,KZenner - AIA - Responsibilities of the Commission.txt;The-AI-Act.txt;AI Watch_ Global regulatory tracker - European Union _ White & Case LLP.txt;verfassungsblog.de-Examining the EUs Artificial Intelligence Act.txt;Long awaited EU AI Act becomes law after publication in the EU’s Official Journal _ White & Case LLP.txt;A deep dive into the EU AI Act _ Perspectives _ Reed Smith LLP.txt;What the EU AI Act means for you—and how to prepare.txt;KZenner - AIA - Responsibilities of the MS.txt,122017,https://download-files.wixmp.com/ugd/88fe02_0e02577d0c314b61b17a589476d52066.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIiwic3ViIjoidXJuOmFwcDplNjY2MzBlNzE0ZjA0OTBhYWVhMWYxNDliM2I2OWUzMiIsImF1ZCI6WyJ1cm46c2VydmljZTpmaWxlLmRvd25sb2FkIl0sImlhdCI6MTc0NDE3MTIxNiwiZXhwIjoxNzQ0MjA3MjI2LCJqdGkiOiIyNjJhNWFkNC1lYjcwLTRkMjQtOTcyMi1mNjUwYmJhYzUwOGMiLCJvYmoiOltbeyJwYXRoIjoiL3VnZC84OGZlMDJfMGUwMjU3N2QwYzMxNGI2MWIxN2E1ODk0NzZkNTIwNjYucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiS1plbm5lciAtIEFJQSAtIFJlc3BvbnNpYmlsaXRpZXMgb2YgdGhlIENvbW1pc3Npb24ucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifX0.jde58z1JJHz2xEA9g8puCpYa8fubG_9de70IZ6_F3iE;https://artificialintelligenceact.eu/wp-content/uploads/2021/08/The-AI-Act.pdf;https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-european-union;http://www.printfriendly.com/print/?source=site&url=https://verfassungsblog.de/examining-the-eus-artificial-intelligence-act/;https://www.whitecase.com/insight-alert/long-awaited-eu-ai-act-becomes-law-after-publication-eus-official-journal;https://www.reedsmith.com/en/perspectives/2024/04/a-deep-dive-into-the-eu-ai-act;https://www.nortonrosefulbright.com/en/knowledge/publications/228538a2/preparing-for-change-how-businesses-can-thrive-under-the-eus-ai-act;https://www.ibm.com/downloads/cas/RVK5WPB6;https://www.ey.com/content/dam/ey-unified-site/ey-com/en-gl/services/ai/documents/ey-eu-ai-act-political-agreement-overview-february-2024.pdf;https://www.kaizenner.eu/post/ai-act-responsibilities-ms
Legal,legal_eu_ai,81,"An Austrian startup that has developed a high-risk AI system for employee performance evaluation. This system is being placed on the market on June 1, 2025. ‚ÄãAccording to the EU AI Act's implementation timeline, when would this startup be required to fully comply with the Act's obligations for high-risk AI systems?‚Äã ","by August 2, 2026.",KZenner - AIA - Responsibilities of the Commission.txt;The-AI-Act.txt;AI Watch_ Global regulatory tracker - European Union _ White & Case LLP.txt;verfassungsblog.de-Examining the EUs Artificial Intelligence Act.txt;Long awaited EU AI Act becomes law after publication in the EU’s Official Journal _ White & Case LLP.txt;A deep dive into the EU AI Act _ Perspectives _ Reed Smith LLP.txt;What the EU AI Act means for you—and how to prepare.txt;KZenner - AIA - Responsibilities of the MS.txt,122017,https://download-files.wixmp.com/ugd/88fe02_0e02577d0c314b61b17a589476d52066.pdf?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJ1cm46YXBwOmU2NjYzMGU3MTRmMDQ5MGFhZWExZjE0OWIzYjY5ZTMyIiwic3ViIjoidXJuOmFwcDplNjY2MzBlNzE0ZjA0OTBhYWVhMWYxNDliM2I2OWUzMiIsImF1ZCI6WyJ1cm46c2VydmljZTpmaWxlLmRvd25sb2FkIl0sImlhdCI6MTc0NDE3MTIxNiwiZXhwIjoxNzQ0MjA3MjI2LCJqdGkiOiIyNjJhNWFkNC1lYjcwLTRkMjQtOTcyMi1mNjUwYmJhYzUwOGMiLCJvYmoiOltbeyJwYXRoIjoiL3VnZC84OGZlMDJfMGUwMjU3N2QwYzMxNGI2MWIxN2E1ODk0NzZkNTIwNjYucGRmIn1dXSwiZGlzIjp7ImZpbGVuYW1lIjoiS1plbm5lciAtIEFJQSAtIFJlc3BvbnNpYmlsaXRpZXMgb2YgdGhlIENvbW1pc3Npb24ucGRmIiwidHlwZSI6ImF0dGFjaG1lbnQifX0.jde58z1JJHz2xEA9g8puCpYa8fubG_9de70IZ6_F3iE;https://artificialintelligenceact.eu/wp-content/uploads/2021/08/The-AI-Act.pdf;https://www.whitecase.com/insight-our-thinking/ai-watch-global-regulatory-tracker-european-union;http://www.printfriendly.com/print/?source=site&url=https://verfassungsblog.de/examining-the-eus-artificial-intelligence-act/;https://www.whitecase.com/insight-alert/long-awaited-eu-ai-act-becomes-law-after-publication-eus-official-journal;https://www.reedsmith.com/en/perspectives/2024/04/a-deep-dive-into-the-eu-ai-act;https://www.nortonrosefulbright.com/en/knowledge/publications/228538a2/preparing-for-change-how-businesses-can-thrive-under-the-eus-ai-act;https://www.ibm.com/downloads/cas/RVK5WPB6;https://www.ey.com/content/dam/ey-unified-site/ey-com/en-gl/services/ai/documents/ey-eu-ai-act-political-agreement-overview-february-2024.pdf;https://www.kaizenner.eu/post/ai-act-responsibilities-ms
Legal,legal_sb1047,82,"Between the hearings of June 18th and July 2nd 2024, which additional organisation was added to the ""support if amended"" listed from June 18?",American Economic Liberties Project.,202320240SB1047_Senate Floor Analyses.txt;202320240SB1047_Senate Floor Analyses (1).txt;202320240SB1047_Assembly Appropriations.txt;202320240SB1047_Senate Governmental Organization.txt;202320240SB1047_Senate Appropriations (1).txt;202320240SB1047_Senate Appropriations.txt;202320240SB1047_Assembly Floor Analysis.txt;202320240SB1047_Senate Judiciary.txt;20230SB1047_89.txt;202320240SB1047_Assembly Judiciary.txt;202320240SB1047_Assembly Floor Analysis (1).txt;202320240SB1047_Assembly Privacy And Consumer Protection.txt,111033,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://ccianet.org/wp-content/uploads/2024/08/2024-8-23_SB-1047-Updated-Asm-Floor-Coalition-Oppose.pdf
Legal,legal_sb1047,83,"Following the Senate Bill on February 7th 2024, how many times was the bill amended in the assembly and senate combined?",10,202320240SB1047_Senate Floor Analyses.txt;202320240SB1047_Senate Floor Analyses (1).txt;202320240SB1047_Assembly Appropriations.txt;202320240SB1047_Senate Governmental Organization.txt;202320240SB1047_Senate Appropriations (1).txt;202320240SB1047_Senate Appropriations.txt;202320240SB1047_Assembly Floor Analysis.txt;202320240SB1047_Senate Judiciary.txt;20230SB1047_89.txt;202320240SB1047_Assembly Judiciary.txt;202320240SB1047_Assembly Floor Analysis (1).txt;202320240SB1047_Assembly Privacy And Consumer Protection.txt,111033,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://ccianet.org/wp-content/uploads/2024/08/2024-8-23_SB-1047-Updated-Asm-Floor-Coalition-Oppose.pdf
Legal,legal_sb1047,84,"A proposed amendment to the Bill to define ""positive safety determination"" in 1(c) of the Bill occurred in the version for hearing on what date?","April 2nd, 2024.",202320240SB1047_Senate Floor Analyses.txt;202320240SB1047_Senate Floor Analyses (1).txt;202320240SB1047_Assembly Appropriations.txt;202320240SB1047_Senate Governmental Organization.txt;202320240SB1047_Senate Appropriations (1).txt;202320240SB1047_Senate Appropriations.txt;202320240SB1047_Assembly Floor Analysis.txt;202320240SB1047_Senate Judiciary.txt;20230SB1047_89.txt;202320240SB1047_Assembly Judiciary.txt;202320240SB1047_Assembly Floor Analysis (1).txt;202320240SB1047_Assembly Privacy And Consumer Protection.txt,111033,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://ccianet.org/wp-content/uploads/2024/08/2024-8-23_SB-1047-Updated-Asm-Floor-Coalition-Oppose.pdf
Legal,legal_sb1047,85,"It should be the developer, not the user, who should be liable for harm. In the broader discussion of ensuring ""full shutdown"" capabilites, what company would disagree with this statement? Refer to the Assembly Privacy and Consumer Protection hearing on June 18.",CalChamber.,202320240SB1047_Senate Floor Analyses.txt;202320240SB1047_Senate Floor Analyses (1).txt;202320240SB1047_Assembly Appropriations.txt;202320240SB1047_Senate Governmental Organization.txt;202320240SB1047_Senate Appropriations (1).txt;202320240SB1047_Senate Appropriations.txt;202320240SB1047_Assembly Floor Analysis.txt;202320240SB1047_Senate Judiciary.txt;20230SB1047_89.txt;202320240SB1047_Assembly Judiciary.txt;202320240SB1047_Assembly Floor Analysis (1).txt;202320240SB1047_Assembly Privacy And Consumer Protection.txt,111033,https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://leginfo.legislature.ca.gov/faces/billAnalysisClient.xhtml?bill_id=202320240SB1047;https://ccianet.org/wp-content/uploads/2024/08/2024-8-23_SB-1047-Updated-Asm-Floor-Coalition-Oppose.pdf
Industry_Reports,ind_ai,86,What proportion of the global discussion on AI comes from the University of New South Wales? Answer as a percentage to two decimal places.,0.0016,beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.txt;skills_survey_research_insight_02_the-digital-and-ai-revolution.txt;AI ecosystem report Mar 2023 Catalysing an AI Industry PDF.txt;us-state-of-gen-ai-report.txt,108227,https://www.mckinsey.com/~/media/mckinsey/industries/technology%20media%20and%20telecommunications/high%20tech/our%20insights/beyond%20the%20hype%20capturing%20the%20potential%20of%20ai%20and%20gen%20ai%20in%20tmt/beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.pd;https://www.aigroup.com.au/globalassets/news/reports/2024/skills_survey_research_insight_02_the-digital-and-ai-revolution.pdf;https://www.industry.gov.au/sites/default/files/2024-07/AI%20ecosystem%20report%20Mar%202023%20Catalysing%20an%20AI%20Industry%20PDF.pdf;https://www2.deloitte.com/content/dam/Deloitte/us/Documents/consulting/us-state-of-gen-ai-report.pdf
Industry_Reports,ind_ai,87,"In Australia, how much larger is the percentage of businesses that said they were seeking AI skills in 2024 compared to two years prior? ",0.1,beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.txt;skills_survey_research_insight_02_the-digital-and-ai-revolution.txt;AI ecosystem report Mar 2023 Catalysing an AI Industry PDF.txt;us-state-of-gen-ai-report.txt,108227,https://www.mckinsey.com/~/media/mckinsey/industries/technology%20media%20and%20telecommunications/high%20tech/our%20insights/beyond%20the%20hype%20capturing%20the%20potential%20of%20ai%20and%20gen%20ai%20in%20tmt/beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.pd;https://www.aigroup.com.au/globalassets/news/reports/2024/skills_survey_research_insight_02_the-digital-and-ai-revolution.pdf;https://www.industry.gov.au/sites/default/files/2024-07/AI%20ecosystem%20report%20Mar%202023%20Catalysing%20an%20AI%20Industry%20PDF.pdf;https://www2.deloitte.com/content/dam/Deloitte/us/Documents/consulting/us-state-of-gen-ai-report.pdf
Industry_Reports,ind_ai,88,How many Australian AI companies existed before 2013? Use the values that result in the most accurate estimate to form your answer.,148 companies.,beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.txt;skills_survey_research_insight_02_the-digital-and-ai-revolution.txt;AI ecosystem report Mar 2023 Catalysing an AI Industry PDF.txt;us-state-of-gen-ai-report.txt,108227,https://www.mckinsey.com/~/media/mckinsey/industries/technology%20media%20and%20telecommunications/high%20tech/our%20insights/beyond%20the%20hype%20capturing%20the%20potential%20of%20ai%20and%20gen%20ai%20in%20tmt/beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.pd;https://www.aigroup.com.au/globalassets/news/reports/2024/skills_survey_research_insight_02_the-digital-and-ai-revolution.pdf;https://www.industry.gov.au/sites/default/files/2024-07/AI%20ecosystem%20report%20Mar%202023%20Catalysing%20an%20AI%20Industry%20PDF.pdf;https://www2.deloitte.com/content/dam/Deloitte/us/Documents/consulting/us-state-of-gen-ai-report.pdf
Industry_Reports,ind_ai,89,"In 2022, what was the percentage difference in the proportion of Australian jobs postings that were AI-related, compared to the proportion of Australian businesses who reported a need for cyber security skills?",0.318,beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.txt;skills_survey_research_insight_02_the-digital-and-ai-revolution.txt;AI ecosystem report Mar 2023 Catalysing an AI Industry PDF.txt;us-state-of-gen-ai-report.txt,108227,https://www.mckinsey.com/~/media/mckinsey/industries/technology%20media%20and%20telecommunications/high%20tech/our%20insights/beyond%20the%20hype%20capturing%20the%20potential%20of%20ai%20and%20gen%20ai%20in%20tmt/beyond-the-hype-capturing-the-potential-of-ai-and-gen-ai-in-tmt.pd;https://www.aigroup.com.au/globalassets/news/reports/2024/skills_survey_research_insight_02_the-digital-and-ai-revolution.pdf;https://www.industry.gov.au/sites/default/files/2024-07/AI%20ecosystem%20report%20Mar%202023%20Catalysing%20an%20AI%20Industry%20PDF.pdf;https://www2.deloitte.com/content/dam/Deloitte/us/Documents/consulting/us-state-of-gen-ai-report.pdf
